2000 3400
49:0.010397 57:0.010581 65:0.010571 71:0.011489 176:0.011899 190:0.016758 191:0.022290 242:0.011516 246:0.013483 269:0.010909 290:0.042746 291:0.020820 414:0.014490 530:0.013109 543:0.023804 544:0.014978 545:0.070480 551:0.010727 665:0.010477 704:0.047143 708:0.024893 745:0.010540 756:0.015625 769:0.040535 778:0.013714 780:0.026209 787:0.012093 848:0.012503 883:0.019537 969:0.013596 970:0.014511 995:0.011471 997:0.010849 1000:0.012676 1001:0.012927 1006:0.031528 1011:0.114790 1023:0.013932 1057:0.017790 1074:0.014322 1109:0.011172 1130:0.014755 1194:0.017035 1417:0.018839 1421:0.010420 1422:0.011163 1477:0.021431 1521:0.044328 1528:0.012283 1537:0.010531 1616:0.010607 1658:0.011530 1746:0.012365 1773:0.012144 1781:0.067174 1784:0.012158 1845:0.032450 1905:0.030873 1943:0.027518 1966:0.011803 2071:0.117092 2073:0.054095 2075:0.025642 2084:0.011701 2151:0.014450 2161:0.013803 2171:0.011427 2281:0.012661 2308:0.012108 2330:0.011673 2331:0.018067 2337:0.034188 2370:0.010456 2394:0.012307 2395:0.012400 2419:0.018031 2420:0.015511 2571:0.010659 2573:0.329756 2575:0.011203 2584:0.011772 2618:0.013650 2637:0.020656 2685:0.354859 2688:0.011078 2716:0.017602 2753:0.011596 2761:0.010539 2911:0.218053 2915:0.012667 2970:0.035869 3035:0.011365 3065:0.021701 3099:0.015478 3128:0.025539 3136:0.032492 3151:0.011601 3217:0.010994 3321:0.237747 3327:0.934423
10:0.013333 49:0.012988 57:0.015607 97:0.015061 106:0.034650 107:0.010188 190:0.027023 191:0.023984 242:0.012708 266:0.010994 268:0.017609 269:0.012397 284:0.012369 551:0.011840 618:0.010876 630:0.016848 645:0.010183 647:0.010354 711:0.015706 826:0.025419 838:0.012532 861:0.015431 896:0.016054 994:0.020664 1042:0.015010 1046:0.012171 1141:0.256630 1145:0.015581 1170:0.010341 1194:0.016980 1240:0.011608 1257:0.010502 1462:0.010522 1557:0.010717 1614:0.010915 1615:0.010248 1616:0.011833 1637:0.011715 1688:0.010933 1693:0.015196 1694:0.284387 1721:0.011038 1758:0.010550 1781:0.072272 1810:0.016472 1877:0.011951 1884:0.018827 1905:0.016324 1909:0.010267 1922:0.015270 1987:0.015196 2000:0.013359 2045:0.027376 2065:0.011087 2151:0.020363 2152:0.014068 2160:0.010690 2163:0.052179 2283:0.052813 2387:0.020148 2417:0.025712 2418:0.020833 2447:0.053559 2503:0.010690 2507:0.019549 2546:0.010179 2557:0.042220 2584:0.014618 2606:0.010695 2609:0.041374 2637:0.213546 2649:0.015810 2676:0.011271 2680:0.017861 2685:0.045606 2710:0.032641 2714:0.012153 2739:0.011402 2758:0.011401 2779:0.010638 2788:0.139495 2791:0.011669 2849:0.011008 2850:0.011043 2869:0.010565 2909:0.011985 2924:0.010853 3057:0.010901 3062:0.092749 3073:0.011837 3096:0.202441 3118:0.017999 3124:0.011409 3128:0.021773 3151:0.012286 3266:0.014242 3321:0.509924 3327:0.947407 3369:0.024459 3373:0.010890
10:0.013969 49:0.018557 57:0.014021 65:0.014830 97:0.012141 118:0.015449 228:0.012660 242:0.014209 268:0.024739 269:0.024274 284:0.178903 290:0.013560 291:0.014985 341:0.012772 344:0.015712 438:0.015124 483:0.064392 485:0.012398 491:0.145339 493:0.014285 494:0.012566 539:0.015163 551:0.013082 755:0.013313 826:0.029603 861:0.013019 896:0.195026 913:0.015734 970:0.011931 994:0.112841 1023:0.014180 1042:0.015560 1046:0.014196 1130:0.014032 1152:0.015623 1188:0.011677 1194:0.027163 1228:0.012095 1240:0.013274 1297:0.020789 1318:0.029709 1487:0.016962 1616:0.013612 1627:0.100848 1637:0.011940 1650:0.014330 1694:0.043203 1705:0.011796 1726:0.011753 1742:0.014296 1746:0.021931 1758:0.071460 1767:0.013646 1781:0.062869 1810:0.015928 1884:0.019628 1976:0.044778 1982:0.011501 2021:0.051758 2023:0.012500 2152:0.014777 2215:0.012185 2226:0.013030 2228:0.012570 2294:0.017489 2310:0.013829 2370:0.011643 2387:0.013460 2389:0.014357 2417:0.035809 2470:0.013118 2488:0.011716 2584:0.020290 2628:0.012216 2637:0.024177 2654:0.020751 2658:0.011737 2685:0.268243 2710:0.125481 2714:0.019845 2716:0.016457 2750:0.012025 2761:0.011667 2787:0.030070 2788:0.067959 2978:0.014621 2979:0.021640 3009:0.016062 3078:0.013031 3118:0.018381 3123:0.016341 3128:0.020755 3151:0.012577 3217:0.011646 3312:0.018471 3321:0.767024 3327:0.983304 3333:0.013605 3369:0.016189 3373:0.072859
49:0.014114 204:0.016234 224:0.025415 226:0.013946 241:0.021306 264:0.020548 269:0.013509 406:0.021650 419:0.015082 591:0.015723 597:0.012828 605:0.020863 643:0.018071 649:0.014998 650:0.013350 651:0.149616 672:0.013816 680:0.016025 896:0.394798 901:0.012905 982:0.013039 1152:0.020426 1153:0.013481 1159:0.013114 1194:0.037294 1205:0.023419 1245:0.014495 1252:0.027862 1315:0.044755 1370:0.058231 1371:0.022267 1413:0.013044 1437:0.020680 1525:0.016054 1527:0.022761 1551:0.012819 1552:0.013510 1603:0.016602 1627:0.221316 1632:0.014415 1638:0.091084 1639:0.069678 1653:0.015886 1673:0.012863 1694:0.014615 1726:0.015674 1742:0.016171 1781:0.057942 1830:0.019999 1843:0.014461 1884:0.016908 1911:0.022602 1926:0.020230 2021:0.013032 2022:0.015834 2023:0.015845 2099:0.020131 2151:0.014242 2152:0.015474 2226:0.027254 2227:0.105902 2238:0.013558 2286:0.075022 2287:0.014771 2310:0.025284 2315:0.018334 2374:0.025595 2584:0.012921 2637:0.020997 2649:0.012875 2685:0.118997 2696:0.315831 2697:0.014843 2698:0.020874 2699:0.012986 2710:0.067956 2778:0.037169 2819:0.018555 2949:0.013895 3009:0.019102 3010:0.016795 3027:0.015014 3073:0.013277 3078:0.012907 3118:0.014956 3123:0.013830 3124:0.015824 3128:0.017078 3151:0.014367 3156:0.014722 3168:0.022099 3174:0.014408 3312:0.016529 3321:0.541662 3327:0.874246 3333:0.016480 3340:0.029268 3341:0.016979 3359:0.012856 3369:0.022690
33:0.014781 49:0.015258 57:0.012490 65:0.025212 71:0.010930 242:0.011596 246:0.013387 268:0.011224 269:0.013697 290:0.029206 291:0.013941 414:0.012745 543:0.012681 544:0.016519 545:0.021359 704:0.046221 708:0.023996 732:0.015688 745:0.012617 769:0.061804 777:0.013724 780:0.038951 879:0.020660 880:0.013536 929:0.013555 934:0.016544 968:0.010943 970:0.017206 994:0.012863 997:0.011385 1006:0.018248 1009:0.011608 1011:0.107636 1023:0.016154 1046:0.011684 1055:0.012517 1057:0.013154 1069:0.010998 1074:0.014370 1109:0.011483 1130:0.015668 1193:0.020030 1194:0.017959 1403:0.011713 1411:0.012025 1417:0.018862 1421:0.011662 1477:0.028666 1574:0.012216 1577:0.012542 1616:0.011307 1658:0.016281 1746:0.010925 1781:0.016216 1784:0.014352 1827:0.028210 1845:0.025723 1903:0.011680 1905:0.033838 1943:0.011710 2084:0.013389 2171:0.012898 2260:0.027000 2261:0.032667 2262:0.014300 2308:0.014734 2329:0.012682 2331:0.017301 2337:0.027639 2419:0.016256 2420:0.010935 2569:0.010959 2571:0.012633 2573:0.299898 2592:0.011392 2618:0.017124 2637:0.019399 2685:0.359121 2688:0.013096 2716:0.016041 2753:0.017655 2818:0.042043 2911:0.161534 2915:0.013181 2960:0.018211 3035:0.014299 3060:0.013480 3065:0.082393 3078:0.014770 3128:0.016135 3136:0.016770 3151:0.011757 3165:0.012176 3217:0.012042 3235:0.011651 3297:0.014858 3321:0.237810 3327:0.964073 3329:0.011165 3363:0.038949
30:0.120620 49:0.016030 57:0.018156 58:0.038698 107:0.017009 135:0.038302 155:0.020064 164:0.030023 187:0.017090 211:0.013979 222:0.014580 228:0.019403 290:0.038683 291:0.023552 308:0.030483 369:0.019952 542:0.016128 551:0.014545 562:0.033917 608:0.013935 642:0.020969 666:0.015929 684:0.015447 686:0.014928 749:0.020653 784:0.014042 804:0.014591 818:0.015365 842:0.035082 843:0.017636 896:0.029197 904:0.015818 956:0.017940 981:0.017216 1042:0.021889 1141:0.086675 1145:0.023648 1152:0.049026 1188:0.018879 1194:0.028501 1215:0.041332 1248:0.020001 1252:0.049580 1279:0.014067 1413:0.021485 1419:0.017568 1496:0.017329 1504:0.020450 1513:0.030717 1516:0.027101 1534:0.016353 1627:0.242730 1697:0.016017 1725:0.013735 1742:0.020228 1746:0.022782 1781:0.022996 1786:0.071048 1884:0.015953 1949:0.016960 1967:0.014653 1970:0.014160 2152:0.018526 2271:0.023410 2318:0.014485 2325:0.016466 2365:0.016261 2476:0.023392 2477:0.030444 2503:0.021316 2505:0.016126 2507:0.401149 2508:0.017902 2518:0.014755 2531:0.022137 2584:0.018277 2637:0.014365 2685:0.055769 2710:0.071348 2714:0.022300 2716:0.019195 2898:0.021787 2901:0.015076 2929:0.015841 2967:0.016128 3073:0.017241 3118:0.019709 3123:0.014796 3128:0.018177 3154:0.015303 3168:0.077579 3205:0.016212 3209:0.014204 3222:0.013727 3321:0.163583 3323:0.013777 3327:0.921481 3340:0.022737 3367:0.064741 3398:0.020317
10:0.015979 57:0.017035 62:0.020995 67:0.016097 93:0.016674 97:0.019384 162:0.017607 202:0.038135 234:0.024736 242:0.018706 259:0.015760 268:0.015911 269:0.034811 290:0.045998 309:0.016548 553:0.017509 621:0.046714 636:0.022206 643:0.074184 690:0.027370 826:0.060877 881:0.015946 896:0.069564 942:0.018684 994:0.113914 1023:0.024429 1042:0.016015 1130:0.019000 1188:0.019633 1194:0.022250 1285:0.015816 1374:0.033535 1375:0.072529 1437:0.025348 1493:0.020719 1547:0.056154 1627:0.305509 1637:0.016055 1658:0.039818 1693:0.016272 1694:0.021299 1742:0.027557 1743:0.016479 1746:0.024006 1781:0.270284 1810:0.019226 1841:0.150003 1842:0.150979 1843:0.018248 1844:0.018382 1870:0.049906 1874:0.022922 1888:0.025270 1889:0.018968 1905:0.546748 1906:0.063853 1914:0.035065 1958:0.055074 2035:0.016946 2040:0.025572 2042:0.039269 2300:0.022139 2416:0.045257 2451:0.030556 2456:0.016156 2581:0.018708 2584:0.027802 2613:0.041435 2615:0.017229 2616:0.017299 2637:0.028426 2649:0.021225 2654:0.025117 2685:0.546408 2688:0.018001 2710:0.024418 2714:0.019241 2761:0.017825 2804:0.016751 2831:0.025551 2882:0.022665 3073:0.015871 3090:0.080800 3113:0.019585 3114:0.046192 3123:0.021032 3124:0.015907 3128:0.016972 3136:0.039180 3165:0.022479 3190:0.044880 3191:0.022375 3194:0.299218 3230:0.031989 3321:0.737728 3327:0.967435 3333:0.017308 3362:0.017698 3373:0.406356 3396:0.027837
30:0.195295 101:0.020423 126:0.019993 228:0.019094 290:0.021161 330:0.027744 346:0.030576 434:0.043192 442:0.032310 444:0.174904 446:0.029828 501:0.019588 531:0.018892 534:0.023858 571:0.021485 572:0.020309 580:0.019266 601:0.022747 619:0.018971 631:0.019829 632:0.040131 633:0.022905 635:0.414737 654:0.030343 727:0.018533 847:0.018332 915:0.024995 994:0.055774 1023:0.026313 1053:0.019523 1062:0.019315 1065:0.026649 1130:0.019812 1152:0.038648 1158:0.025308 1166:0.019195 1167:0.020943 1171:0.025959 1194:0.034182 1202:0.020619 1284:0.018751 1311:0.018370 1317:0.022788 1350:0.019114 1356:0.019913 1424:0.022055 1449:0.052016 1451:0.129679 1486:0.025294 1595:0.025579 1721:0.030878 1781:0.053654 1794:0.024775 1884:0.056544 1896:0.021010 1909:0.019011 1953:0.018936 1963:0.021970 2013:0.020079 2029:0.032544 2044:0.019702 2069:0.040909 2070:0.145387 2089:0.022232 2166:0.188811 2234:0.123276 2235:0.200459 2236:0.264419 2241:0.024272 2247:0.028567 2321:0.024414 2462:0.052157 2482:0.021668 2484:0.018879 2546:0.020064 2586:0.018976 2622:0.025844 2634:0.021755 2652:0.029896 2661:0.040835 2685:0.201832 2710:0.175309 2738:0.028453 2772:0.019243 2788:0.897771 2791:0.020257 2837:0.021428 2875:0.022388 3060:0.062747 3065:0.500203 3073:0.018384 3099:0.020509 3118:0.021055 3164:0.025908 3251:0.024816 3292:0.020868 3321:0.146313 3327:0.825622 3369:0.018333 3393:0.038583
26:0.024393 211:0.045725 212:0.065547 241:0.024954 269:0.032307 290:0.067238 341:0.326784 344:0.743061 438:0.065430 483:0.112382 485:0.024990 491:0.964705 492:0.029772 493:0.040799 494:0.028338 516:0.034336 625:0.026914 896:0.177568 946:0.026239 1194:0.034542 1205:0.345052 1228:0.027663 1236:0.047803 1269:0.030030 1295:0.025979 1318:0.170131 1487:0.027201 1505:0.027699 1550:0.026592 1605:0.036118 1627:0.397349 1650:0.037253 1681:0.033152 1840:0.043547 1855:0.036397 1879:0.027497 1881:0.048088 1945:0.036673 1971:0.068882 1972:0.040170 1974:0.038207 1975:0.140072 1976:1.000000 1977:0.085754 1978:0.040323 1982:0.035769 2151:0.023818 2165:0.037612 2215:0.037602 2239:0.025107 2250:0.030213 2281:0.046097 2282:0.050247 2294:0.087344 2295:0.036181 2296:0.082522 2315:0.048034 2417:0.316069 2421:0.040610 2429:0.026559 2447:0.077234 2470:0.032954 2488:0.028367 2493:0.038786 2495:0.137579 2496:0.311122 2497:0.064892 2551:0.077108 2628:0.023658 2649:0.048229 2654:0.262826 2657:0.024504 2685:0.073908 2702:0.026072 2710:0.098336 2716:0.028683 2736:0.042905 2787:0.028352 2790:0.027922 2792:0.026986 2797:0.033631 2851:0.030377 2978:0.024070 2979:0.042852 2981:0.031257 3073:0.044065 3091:0.023961 3102:0.028986 3118:0.042956 3120:0.057487 3123:0.027110 3252:0.027528 3321:0.595879 3327:0.886840 3333:0.025097 3346:0.033069 3358:0.024365 3371:0.255186 3372:0.449883 3373:0.329524
26:0.015847 30:0.020819 49:0.017515 142:0.017119 193:0.023272 194:0.016398 269:0.023566 284:0.056922 290:0.018322 341:0.108252 344:0.105441 359:0.021253 360:0.021824 438:0.019788 479:0.018633 483:0.452284 485:0.022925 491:0.908652 492:0.019110 493:0.021144 494:0.028155 539:0.018715 640:0.148481 745:0.016074 896:0.073644 913:0.016712 994:0.017896 1130:0.021442 1152:0.102849 1205:0.045334 1228:0.024321 1236:0.019918 1261:0.022295 1297:0.040307 1304:0.016753 1318:0.110889 1487:0.024547 1627:0.028103 1650:0.021576 1681:0.016355 1722:0.018407 1742:0.015890 1758:0.023072 1761:0.021775 1855:0.016092 1877:0.079922 1930:0.029421 1945:0.039678 1971:0.022809 1972:0.018397 1974:0.036015 1975:0.056919 1976:0.954788 1977:0.034511 1982:0.024791 2000:0.016088 2215:0.041176 2239:0.029008 2281:0.036598 2294:0.035893 2295:0.018404 2296:0.024549 2313:0.018656 2370:0.021071 2417:0.236042 2421:0.029531 2429:0.018002 2470:0.027752 2488:0.029397 2584:0.016613 2628:0.016106 2637:0.020939 2649:0.097874 2654:0.114509 2657:0.018503 2658:0.019195 2685:0.160892 2710:0.065810 2787:0.028858 2790:0.022747 2792:0.024777 2797:0.018375 2849:0.019413 2851:0.019445 2898:0.017338 2978:0.033503 2979:0.029287 2981:0.037026 2982:0.017555 3017:0.018391 3099:0.020802 3112:0.016387 3321:0.345353 3327:0.924789 3358:0.045154 3362:0.016465 3371:0.038178 3372:0.039364 3373:0.063831 3391:0.016042
30:0.017991 107:0.016106 284:0.201577 341:0.046315 344:0.058611 365:0.018782 438:0.128542 483:0.022612 491:0.147147 492:0.017649 493:0.023146 494:0.017262 516:0.021291 539:0.024724 640:0.021034 861:0.018107 896:0.088894 913:0.021811 946:0.017674 1194:0.035120 1205:0.111573 1228:0.026231 1236:0.031495 1295:0.018581 1330:0.029368 1487:0.029101 1503:0.032343 1504:0.022774 1550:0.020758 1605:0.019451 1627:0.471197 1650:0.017224 1681:0.022868 1697:0.016124 1726:0.018858 1742:0.021898 1758:0.029751 1781:0.088045 1786:0.022854 1813:0.016078 1840:0.026998 1855:0.032892 1861:0.019381 1879:0.016254 1881:0.021486 1945:0.016551 1971:0.028985 1974:0.023545 1975:0.025446 1976:0.281934 1982:0.022041 1994:0.020258 2000:0.022046 2055:0.018594 2151:0.026430 2165:0.020419 2187:0.024619 2215:0.018349 2294:0.025558 2296:0.018139 2315:0.035524 2384:0.017513 2417:0.585730 2421:0.027184 2429:0.025089 2447:0.034693 2470:0.026932 2486:0.021290 2488:0.016040 2496:0.033559 2507:0.021821 2551:0.017847 2584:0.023369 2628:0.017340 2637:0.026444 2649:0.028366 2654:0.033856 2685:0.056336 2702:0.017497 2710:0.079897 2736:0.019799 2787:0.018429 2849:0.026498 2851:0.016541 2852:0.017915 2898:0.017268 2979:0.023955 3017:0.016339 3091:0.020262 3092:0.018619 3093:0.022547 3118:0.016109 3123:0.018678 3252:0.018142 3321:0.409138 3327:0.817864 3333:0.019426 3358:0.032307 3371:0.037222 3372:0.066110
19:0.011675 30:0.011317 49:0.011155 58:0.012973 69:0.012748 107:0.010855 164:0.012209 175:0.013037 204:0.011141 211:0.045238 268:0.021397 308:0.016782 369:0.013173 431:0.012398 542:0.016298 555:0.012043 562:0.017891 609:0.012088 642:0.035385 666:0.038237 668:0.026270 842:0.012781 843:0.018653 850:0.010791 896:0.068931 953:0.012190 981:0.015703 1022:0.012884 1130:0.010886 1153:0.010848 1194:0.021894 1205:0.010889 1252:0.015498 1270:0.010937 1277:0.010855 1279:0.012873 1437:0.017352 1480:0.012944 1495:0.016506 1496:0.026750 1617:0.015222 1627:0.260756 1725:0.015993 1742:0.015432 1746:0.018432 1758:0.015697 1786:0.063393 1819:0.013810 1820:0.015205 1841:0.037843 1842:0.012721 1843:0.010971 1967:0.049663 1986:0.015522 2126:0.010959 2245:0.012102 2246:0.012013 2315:0.018034 2323:0.013415 2325:0.017100 2365:0.016404 2373:0.015879 2384:0.015685 2476:0.018386 2477:0.016747 2507:0.030702 2518:0.017909 2584:0.013806 2637:0.015341 2685:0.145083 2710:0.041256 2714:0.011316 2716:0.012644 2771:0.014516 2813:0.015501 2908:0.016139 2929:0.020648 2930:0.012215 2931:0.014043 2935:0.013055 2937:0.011609 2951:0.019223 2967:0.022643 3091:0.012663 3118:0.012526 3128:0.011581 3148:0.014041 3151:0.012123 3168:0.151965 3174:0.011088 3205:0.015753 3221:0.012082 3222:0.016312 3225:0.075017 3321:0.114062 3323:0.012919 3327:0.895558 3333:0.012170 3367:0.042872 3369:0.014658
7:0.013030 19:0.012266 49:0.014361 57:0.011323 65:0.025568 96:0.011023 110:0.011997 116:0.010509 237:0.051224 238:0.033754 242:0.012162 268:0.011409 269:0.012271 290:0.230190 317:0.010863 356:0.011795 463:0.013376 465:0.014816 466:0.020254 490:0.010824 555:0.011624 665:0.013420 704:0.015858 718:0.015606 745:0.019724 749:0.028773 782:0.012154 896:0.173573 928:0.010648 969:0.023490 970:0.013708 972:0.012458 991:0.010620 994:0.030408 1011:0.016153 1023:0.014786 1046:0.010834 1130:0.013334 1205:0.033843 1261:0.011035 1262:0.011171 1349:0.016021 1357:0.012391 1396:0.229161 1403:0.014117 1547:0.024095 1577:0.011123 1616:0.013108 1666:0.030572 1691:0.015878 1694:0.018838 1697:0.016342 1711:0.025396 1714:0.017898 1742:0.014852 1746:0.012566 1773:0.015079 1787:0.166194 1810:0.011408 1841:0.228856 1842:0.065186 1884:0.014597 1905:0.015099 2281:0.013009 2327:0.016635 2456:0.010937 2457:0.015614 2458:0.011295 2459:0.021454 2550:0.012173 2584:0.016956 2649:0.011807 2685:0.256444 2687:0.014306 2688:0.011184 2710:0.220512 2716:0.050829 2857:0.012211 2898:0.018186 2911:0.031891 2936:0.011565 2996:0.017240 3065:0.013211 3078:0.017248 3099:0.014401 3123:0.013738 3128:0.017335 3136:0.037549 3151:0.010955 3189:0.011068 3194:0.010564 3217:0.012753 3297:0.105315 3298:0.021262 3300:0.015660 3321:0.335391 3327:0.830122 3342:0.011794 3363:0.012383 3373:0.013569
65:0.024985 71:0.014516 87:0.014743 172:0.067034 218:0.042557 246:0.016210 266:0.014312 290:0.024984 291:0.036623 349:0.013768 383:0.045573 414:0.015842 615:0.018165 665:0.014608 689:0.014254 704:0.027838 708:0.021290 782:0.015905 816:0.015542 883:0.015001 936:0.014117 969:0.017949 992:0.017293 997:0.013950 1006:0.028293 1011:0.545487 1023:0.042070 1057:0.016546 1068:0.013994 1071:0.024675 1074:0.025023 1109:0.013970 1162:0.014499 1266:0.013530 1302:0.015481 1412:0.016552 1420:0.013905 1658:0.021480 1749:0.039188 1773:0.028126 1827:0.041715 1845:0.039608 1854:0.017624 1903:0.016727 2033:0.022493 2065:0.014021 2084:0.053801 2120:0.015150 2122:0.018517 2153:0.013401 2160:0.044659 2171:0.015589 2308:0.018941 2329:0.017495 2331:0.014737 2332:0.013886 2337:0.013480 2420:0.016610 2438:0.021300 2489:0.017070 2557:0.017396 2571:0.022108 2573:0.340860 2578:0.013798 2582:0.014183 2619:0.154871 2620:0.156129 2662:0.013560 2685:0.215798 2709:0.037310 2710:0.132563 2753:0.019704 2757:0.013890 2804:0.015384 2810:0.018254 2911:0.432548 2912:0.015638 2914:0.076473 2915:0.019720 2916:0.030693 2951:0.024631 2959:0.041925 2970:0.031432 2973:0.014362 3055:0.129433 3085:0.966981 3086:0.782198 3087:0.035420 3128:0.034738 3134:0.023489 3136:0.107312 3162:0.037459 3185:0.019566 3237:0.018660 3307:0.020549 3321:0.097659 3327:0.930239 3363:0.221751 3364:0.013393 3384:0.021138
10:0.019506 49:0.019929 57:0.019400 183:0.024802 209:0.028231 217:0.024329 269:0.019469 291:0.055959 336:0.751211 375:0.030283 376:0.031776 397:0.020690 398:0.035302 470:0.030819 518:0.017049 519:0.023271 596:0.022567 745:0.029533 826:0.069378 832:0.023028 896:0.075216 924:0.688708 1004:0.057622 1026:0.087509 1063:0.147814 1104:0.019888 1169:0.402427 1170:0.318068 1194:0.023509 1298:0.021169 1369:0.026393 1476:0.019998 1489:0.026886 1490:0.045415 1566:0.025574 1622:0.050924 1623:0.100255 1627:0.472657 1637:0.020176 1700:0.227441 1722:0.023260 1733:0.037002 1746:0.044325 1766:0.021235 1767:0.032111 1774:0.192871 1810:0.018037 1847:0.021365 1969:0.025463 2004:0.026564 2061:0.023458 2090:0.032049 2115:0.020093 2127:0.031285 2190:0.193472 2198:0.025915 2203:1.000000 2206:0.051245 2208:0.029589 2209:0.029733 2212:0.054795 2213:0.021693 2216:0.039728 2217:0.024770 2230:0.043184 2268:0.248851 2315:0.021279 2491:0.023723 2492:0.024241 2513:0.041581 2563:0.046607 2614:0.028971 2633:0.101478 2640:0.025027 2650:0.023424 2677:0.080931 2685:0.235698 2700:0.029936 2710:0.090785 2714:0.029352 2740:0.024894 2768:0.027980 2873:0.019815 2919:0.035123 2920:0.042662 2923:0.020240 2924:0.061233 2925:0.018866 2926:0.031653 2986:0.024589 3064:0.107418 3065:0.024822 3132:0.024837 3151:0.026817 3161:0.030081 3247:0.028473 3253:0.030616 3321:0.627689 3327:0.875773 3368:0.018723
49:0.022162 52:0.020886 65:0.017551 93:0.020896 98:0.022494 107:0.021081 137:0.026968 138:0.027964 236:0.019649 362:0.049564 387:0.018826 438:0.037157 483:0.080024 491:0.053833 647:0.023617 656:0.025551 657:0.091094 734:0.018441 735:0.022976 826:0.036242 861:0.020998 864:0.022729 891:0.029642 896:0.071253 926:0.017012 955:0.019431 1035:0.039484 1036:0.037851 1073:0.030309 1094:0.026909 1205:0.025914 1209:0.042131 1221:0.021044 1318:0.020501 1323:0.020334 1330:0.525515 1331:0.024357 1332:0.027763 1333:0.027620 1334:0.018264 1335:0.055258 1377:0.017350 1379:0.022331 1437:0.035063 1445:0.037508 1610:0.020357 1627:0.050830 1641:0.024819 1666:0.017139 1674:0.039152 1725:0.020786 1742:0.023575 1781:0.103039 1877:0.022075 1976:0.036856 2018:0.018877 2032:0.020487 2085:0.020048 2151:0.022498 2152:0.026107 2186:0.209612 2187:0.410116 2188:0.025165 2281:0.021133 2417:0.077361 2421:0.020073 2486:0.021369 2637:0.025054 2649:0.066418 2654:0.019443 2685:0.141635 2710:0.130514 2716:0.026851 2787:0.023004 2792:0.018058 2797:0.037846 2803:0.019819 2842:0.034464 2849:0.023845 2979:0.019107 2982:0.018730 3072:0.030291 3073:0.031350 3112:0.025912 3116:0.022034 3118:0.024118 3123:0.027720 3128:0.033941 3149:0.097983 3151:0.022150 3187:0.046117 3257:0.018264 3291:0.027314 3312:0.030327 3321:0.379415 3325:0.023330 3327:0.766027 3361:0.018998 3373:0.033358 3374:0.025147
17:0.012861 49:0.021378 56:0.018261 65:0.012032 135:0.043200 220:0.018532 222:0.019275 268:0.042394 290:0.017043 291:0.016454 304:0.012902 339:0.016055 369:0.014951 463:0.014647 542:0.016574 551:0.013414 606:0.015025 666:0.015096 668:0.021774 731:0.014810 747:0.016815 784:0.016598 804:0.018940 818:0.019262 826:0.044560 865:0.077525 866:0.022798 896:0.079891 956:0.013693 967:0.013517 978:0.012219 1023:0.017090 1130:0.015285 1194:0.031521 1242:0.012261 1252:0.016223 1383:0.020263 1417:0.022925 1419:0.021637 1504:0.023081 1536:0.014632 1616:0.013193 1627:0.478214 1631:0.012180 1642:0.013922 1666:0.012753 1667:0.012344 1698:0.011812 1742:0.024329 1746:0.047475 1781:0.070442 1786:0.016870 1859:0.018089 1912:0.030201 1913:0.014221 1927:0.013085 1941:0.014656 2043:0.012414 2151:0.012395 2152:0.015153 2201:0.016071 2250:0.016150 2251:0.012311 2271:0.057845 2281:0.012094 2285:0.012549 2384:0.012353 2507:0.247933 2508:0.015756 2512:0.013236 2584:0.013973 2587:0.013315 2630:0.011961 2637:0.020688 2685:0.124408 2705:0.011971 2710:0.040942 2716:0.014893 2759:0.027611 2898:0.012191 2901:0.013545 2967:0.012672 2993:0.011915 3081:0.021257 3118:0.016013 3121:0.012034 3123:0.012250 3151:0.013932 3209:0.016063 3221:0.017143 3222:0.016911 3225:0.018730 3260:0.016820 3286:0.021868 3293:0.016989 3295:0.013841 3321:0.621328 3327:0.930045 3333:0.012674 3377:0.013152
